Date,Ticket Number,Customer Email,Agent ID,Issue,Status,Average Handling Time,Resolution,Contact via,Ratings,AI Conversion
21-01-2025,ADB-3925-1300,robert376@outlook.com,tel10011,Provisioning Issue,Resolved,27,Remote Support,Chat,5,Already has AI
21-01-2025,ADB-7765-6278,jennifer545@comcast.net,tel10056,Activation Issue,Resolved,29,Remote Support,Phone,4,Already has AI
21-01-2025,ADB-3139-3499,sean248@comcast.net,tel10038,Update,Resolved,18,Shared Self-Help Article,Chat,4,Not Interested
21-01-2025,ADB-4456-6397,karen244@gmail.com,tel10074,Activation Issue,Callback Scheduled,17,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-3028-7989,jerry809@sbcglobal.net,tel10090,Download/ Install,Resolved,18,Shared Self-Help Article,Chat,4,Not Interested
21-01-2025,ADB-1139-5297,whitney187@sbcglobal.net,tel10002,How To,Resolved,30,Remote Support,Chat,,Already has AI
21-01-2025,ADB-6092-9374,gary346@outlook.com,tel10047,How To,Resolved,30,Remote Support,Phone,2,AI Sold
21-01-2025,ADB-3996-8734,timothy27@outlook.com,tel10021,Download/ Install,Resolved,30,Remote Support,Chat,5,Not Interested
21-01-2025,ADB-3395-7148,anthony155@aol.com,tel10070,Update,Resolved,27,Remote Support,Phone,2,Already has AI
21-01-2025,ADB-3402-9992,mary796@outlook.com,tel10062,Update,Resolved,16,Shared Self-Help Article,Chat,,Already has AI
21-01-2025,ADB-7721-3029,richard110@outlook.com,tel10033,Download/ Install,Resolved,18,Shared Self-Help Article,Phone,5,Already has AI
21-01-2025,ADB-9915-2118,kenneth563@comcast.net,tel10022,Provisioning Issue,Resolved,29,Remote Support,Chat,5,Already has AI
21-01-2025,ADB-1384-1030,glenn895@comcast.net,tel10009,Download/ Install,Resolved,19,Shared Self-Help Article,Chat,2,AI Sold
21-01-2025,ADB-9069-5863,mark246@outlook.com,tel10025,How To,Resolved,18,Shared Self-Help Article,Phone,4,AI Sold
21-01-2025,ADB-2868-3777,christopher174@aol.com,tel10068,Provisioning Issue,Resolved,17,Shared Self-Help Article,Phone,3,Already has AI
21-01-2025,ADB-8519-5785,christopher97@bellsouth.net,tel10027,Update,Resolved,29,Remote Support,Chat,5,Already has AI
21-01-2025,ADB-4298-6151,david933@sbcglobal.net,tel10060,Activation Issue,Resolved,17,Shared Self-Help Article,Chat,5,Not Interested
21-01-2025,ADB-6864-7290,glenn455@outlook.com,tel10058,Provisioning Issue,Resolved,28,Remote Support,Chat,4,AI Sold
21-01-2025,ADB-5145-1374,jeffrey928@yahoo.com,tel10005,How To,Resolved,26,Remote Support,Chat,2,AI Sold
21-01-2025,ADB-2828-3624,scott954@bellsouth.net,tel10028,Update,Resolved,19,Shared Self-Help Article,Phone,4,Not Interested
21-01-2025,ADB-7999-1344,sandra184@outlook.com,tel10031,Update,Resolved,16,Shared Self-Help Article,Phone,5,Already has AI
21-01-2025,ADB-5859-2493,derrick591@comcast.net,tel10009,Download/ Install,Callback Scheduled,17,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-8129-9252,meghan137@bellsouth.net,tel10099,Activation Issue,Resolved,29,Remote Support,Chat,,Not Interested
21-01-2025,ADB-5511-6067,roger783@aol.com,tel10004,How To,Resolved,18,Shared Self-Help Article,Phone,5,AI Sold
21-01-2025,ADB-5773-3104,joshua995@bellsouth.net,tel10093,Provisioning Issue,Resolved,17,Shared Self-Help Article,Chat,,Already has AI
21-01-2025,ADB-7507-8157,michael930@outlook.com,tel10012,Activation Issue,Pending Agent Action,18,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-9072-5236,charles449@aol.com,tel10037,How To,Resolved,26,Remote Support,Phone,2,AI Sold
21-01-2025,ADB-4304-6311,jason243@sbcglobal.net,tel10077,Provisioning Issue,Resolved,17,Shared Self-Help Article,Chat,,Already has AI
21-01-2025,ADB-6848-4970,christopher573@outlook.com,tel10081,Download/ Install,Resolved,29,Remote Support,Chat,1,Already has AI
21-01-2025,ADB-2449-7730,jennifer953@aol.com,tel10028,How To,Resolved,27,Remote Support,Phone,5,Already has AI
21-01-2025,ADB-9308-7938,melissa867@outlook.com,tel10021,Update,Resolved,27,Remote Support,Chat,4,Not Interested
21-01-2025,ADB-9496-1338,christina697@outlook.com,tel10011,Provisioning Issue,Resolved,20,Shared Self-Help Article,Phone,,Not Interested
21-01-2025,ADB-7852-5960,angela199@aol.com,tel10015,How To,Resolved,16,Shared Self-Help Article,Phone,4,Not Interested
21-01-2025,ADB-2515-2531,amanda489@sbcglobal.net,tel10022,Provisioning Issue,Resolved,29,Remote Support,Phone,5,Already has AI
21-01-2025,ADB-2261-1187,caroline818@gmail.com,tel10063,Download/ Install,Resolved,26,Remote Support,Chat,4,AI Sold
21-01-2025,ADB-4563-8357,robert265@gmail.com,tel10003,Provisioning Issue,Resolved,27,Remote Support,Phone,4,Not Interested
21-01-2025,ADB-7183-2275,zachary962@outlook.com,tel10021,Download/ Install,Resolved,18,Shared Self-Help Article,Chat,5,Not Interested
21-01-2025,ADB-1037-6382,elizabeth73@comcast.net,tel10053,Update,Resolved,29,Remote Support,Chat,4,Not Interested
21-01-2025,ADB-5296-9608,dylan715@sbcglobal.net,tel10011,How To,Resolved,30,Remote Support,Phone,,Not Interested
21-01-2025,ADB-6881-5537,raymond366@gmail.com,tel10001,Update,Pending Customer Action,15,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-6728-8300,stephanie295@yahoo.com,tel10030,Provisioning Issue,Resolved,18,Shared Self-Help Article,Phone,4,AI Sold
21-01-2025,ADB-2311-7341,wayne84@outlook.com,tel10007,Update,Pending Customer Action,18,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-5311-4126,justin46@bellsouth.net,tel10098,How To,Pending Customer Action,20,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-2433-2515,kristen409@aol.com,tel10054,Download/ Install,Pending Agent Action,17,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-8442-4712,andre41@yahoo.com,tel10017,Download/ Install,Resolved,26,Remote Support,Chat,5,AI Sold
21-01-2025,ADB-3445-5172,angela174@sbcglobal.net,tel10035,How To,Resolved,17,Shared Self-Help Article,Phone,3,Already has AI
21-01-2025,ADB-9832-7704,rachel647@yahoo.com,tel10009,Download/ Install,Resolved,27,Remote Support,Phone,2,Not Interested
21-01-2025,ADB-2046-8289,john550@bellsouth.net,tel10069,Download/ Install,Resolved,19,Shared Self-Help Article,Phone,,Not Interested
21-01-2025,ADB-7542-1487,sarah851@outlook.com,tel10056,Download/ Install,Pending Customer Action,17,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-3518-5697,christine740@sbcglobal.net,tel10010,Provisioning Issue,Resolved,16,Shared Self-Help Article,Chat,5,Already has AI
21-01-2025,ADB-5835-5271,kimberly869@comcast.net,tel10093,Activation Issue,Resolved,19,Shared Self-Help Article,Phone,,Already has AI
21-01-2025,ADB-2705-8498,william728@yahoo.com,tel10033,Provisioning Issue,Resolved,28,Remote Support,Phone,5,Already has AI
21-01-2025,ADB-1397-2993,priscilla719@aol.com,tel10019,How To,Resolved,16,Shared Self-Help Article,Chat,4,AI Sold
21-01-2025,ADB-3990-1759,jeffrey925@sbcglobal.net,tel10005,Download/ Install,Resolved,18,Shared Self-Help Article,Phone,1,Already has AI
21-01-2025,ADB-6064-9808,amanda778@outlook.com,tel10039,Provisioning Issue,Pending Customer Action,16,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-4658-3007,carl831@comcast.net,tel10092,Update,Resolved,30,Remote Support,Phone,4,Not Interested
21-01-2025,ADB-4121-2084,heather106@bellsouth.net,tel10030,Provisioning Issue,Resolved,29,Remote Support,Phone,5,AI Sold
21-01-2025,ADB-3490-3113,karen99@outlook.com,tel10007,Update,Resolved,28,Remote Support,Chat,3,AI Sold
21-01-2025,ADB-7486-1986,robert734@bellsouth.net,tel10079,Activation Issue,Resolved,30,Remote Support,Chat,1,AI Sold
21-01-2025,ADB-6419-1703,edgar279@aol.com,tel10067,Activation Issue,Resolved,26,Remote Support,Chat,3,AI Sold
21-01-2025,ADB-6408-8050,jeffrey414@yahoo.com,tel10036,How To,Callback Scheduled,15,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-5260-5271,christopher340@sbcglobal.net,tel10069,Provisioning Issue,Resolved,18,Shared Self-Help Article,Phone,4,AI Sold
21-01-2025,ADB-4788-1171,paige994@sbcglobal.net,tel10002,Update,Resolved,20,Shared Self-Help Article,Phone,5,AI Sold
21-01-2025,ADB-9865-2434,stephanie837@gmail.com,tel10040,Update,Pending Agent Action,17,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-7361-8090,crystal34@aol.com,tel10025,How To,Callback Scheduled,16,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-3778-4821,allison61@aol.com,tel10021,How To,Callback Scheduled,20,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-1881-4973,jessica424@bellsouth.net,tel10049,Update,Resolved,19,Shared Self-Help Article,Chat,,Already has AI
21-01-2025,ADB-9784-5347,lance995@aol.com,tel10052,Update,Resolved,28,Remote Support,Phone,2,AI Sold
21-01-2025,ADB-5216-8617,alicia917@comcast.net,tel10002,Update,Resolved,16,Shared Self-Help Article,Chat,,Already has AI
21-01-2025,ADB-4628-5861,gregory602@yahoo.com,tel10066,Download/ Install,Pending Agent Action,18,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-4405-7288,edward513@gmail.com,tel10026,Activation Issue,Resolved,20,Shared Self-Help Article,Phone,1,AI Sold
21-01-2025,ADB-5973-6084,colton847@comcast.net,tel10038,How To,Callback Scheduled,20,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-1171-4404,tammy386@bellsouth.net,tel10052,Download/ Install,Resolved,16,Shared Self-Help Article,Chat,5,Not Interested
21-01-2025,ADB-5460-8938,timothy849@bellsouth.net,tel10060,Provisioning Issue,Resolved,28,Remote Support,Chat,5,Already has AI
21-01-2025,ADB-3359-5540,nicholas733@sbcglobal.net,tel10076,Update,Resolved,19,Shared Self-Help Article,Chat,2,Already has AI
21-01-2025,ADB-4778-4873,felicia231@comcast.net,tel10032,How To,Resolved,26,Remote Support,Phone,4,AI Sold
21-01-2025,ADB-4095-9706,james598@aol.com,tel10038,Update,Resolved,20,Shared Self-Help Article,Chat,5,Already has AI
21-01-2025,ADB-3936-8197,daniel927@yahoo.com,tel10013,Update,Pending Agent Action,16,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-8203-3956,tyler98@comcast.net,tel10062,Update,Resolved,26,Remote Support,Chat,4,AI Sold
21-01-2025,ADB-2789-6006,jeffrey38@bellsouth.net,tel10008,Download/ Install,Resolved,28,Remote Support,Chat,,AI Sold
21-01-2025,ADB-7633-4332,kyle236@comcast.net,tel10008,Update,Resolved,15,Shared Self-Help Article,Chat,5,AI Sold
21-01-2025,ADB-7148-5196,pamela342@gmail.com,tel10090,Download/ Install,Resolved,16,Shared Self-Help Article,Chat,4,AI Sold
21-01-2025,ADB-7054-5629,anna639@aol.com,tel10010,Activation Issue,Resolved,26,Remote Support,Phone,4,Not Interested
21-01-2025,ADB-5270-4569,shannon574@bellsouth.net,tel10098,Download/ Install,Resolved,15,Shared Self-Help Article,Chat,1,AI Sold
21-01-2025,ADB-6005-6251,tammy993@gmail.com,tel10085,Update,Callback Scheduled,18,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-7810-2306,michele548@comcast.net,tel10061,How To,Callback Scheduled,18,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-3360-6461,diane461@bellsouth.net,tel10077,Provisioning Issue,Resolved,20,Shared Self-Help Article,Chat,4,AI Sold
21-01-2025,ADB-2968-6629,cynthia258@yahoo.com,tel10027,Provisioning Issue,Resolved,30,Remote Support,Phone,4,Already has AI
21-01-2025,ADB-2140-9543,victor498@sbcglobal.net,tel10066,Update,Resolved,25,Remote Support,Phone,5,Already has AI
21-01-2025,ADB-4034-1686,aaron270@sbcglobal.net,tel10068,How To,Resolved,18,Shared Self-Help Article,Phone,4,Already has AI
21-01-2025,ADB-4695-7319,dale143@gmail.com,tel10063,Download/ Install,Resolved,26,Remote Support,Chat,4,Not Interested
21-01-2025,ADB-8068-4014,rita715@bellsouth.net,tel10097,Activation Issue,Resolved,27,Remote Support,Phone,5,Not Interested
21-01-2025,ADB-8798-3322,maurice73@comcast.net,tel10006,Download/ Install,Resolved,28,Remote Support,Chat,1,Not Interested
21-01-2025,ADB-5805-8804,brittney524@comcast.net,tel10014,How To,Resolved,25,Remote Support,Chat,5,Not Interested
21-01-2025,ADB-9106-5234,michelle879@yahoo.com,tel10012,Download/ Install,Resolved,16,Shared Self-Help Article,Phone,5,AI Sold
21-01-2025,ADB-1725-8483,sandra675@outlook.com,tel10018,How To,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-7906-1354,lawrence546@comcast.net,tel10072,Download/ Install,Pending Agent Action,17,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-1109-8279,christine837@comcast.net,tel10030,Download/ Install,Callback Scheduled,16,SME Callback Scheduled,Phone,,Issue not Resolved
21-01-2025,ADB-5973-9925,blake119@outlook.com,tel10079,How To,Resolved,26,Remote Support,Chat,4,AI Sold
21-01-2025,ADB-8096-3390,johnathan819@gmail.com,tel10021,How To,Pending Customer Action,17,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-9670-8121,andre992@bellsouth.net,tel10034,Provisioning Issue,Pending Agent Action,17,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-2092-4055,spencer358@sbcglobal.net,tel10012,Activation Issue,Resolved,30,Remote Support,Chat,2,Not Interested
21-01-2025,ADB-5759-5662,david543@yahoo.com,tel10068,Provisioning Issue,Pending Customer Action,20,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-5568-4290,pamela999@sbcglobal.net,tel10078,Activation Issue,Resolved,27,Remote Support,Phone,3,Not Interested
21-01-2025,ADB-7510-6601,rebecca403@bellsouth.net,tel10058,Provisioning Issue,Resolved,30,Remote Support,Chat,2,AI Sold
21-01-2025,ADB-8778-2627,chelsea780@sbcglobal.net,tel10007,How To,Resolved,30,Remote Support,Phone,5,Already has AI
21-01-2025,ADB-3671-9813,jesse66@yahoo.com,tel10056,How To,Pending Agent Action,16,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-5367-6126,amy393@comcast.net,tel10013,Provisioning Issue,Resolved,19,Shared Self-Help Article,Phone,1,AI Sold
21-01-2025,ADB-2289-6288,bryan981@bellsouth.net,tel10096,Provisioning Issue,Resolved,29,Remote Support,Phone,2,Not Interested
21-01-2025,ADB-1419-3227,christopher697@comcast.net,tel10072,Provisioning Issue,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-2090-2892,veronica880@yahoo.com,tel10054,Update,Resolved,28,Remote Support,Chat,4,Already has AI
21-01-2025,ADB-6280-6009,victor625@bellsouth.net,tel10098,Activation Issue,Resolved,27,Remote Support,Chat,2,AI Sold
21-01-2025,ADB-3566-3334,michael821@yahoo.com,tel10094,Provisioning Issue,Resolved,19,Shared Self-Help Article,Chat,5,Already has AI
21-01-2025,ADB-1885-7540,kevin877@bellsouth.net,tel10058,Update,Resolved,15,Shared Self-Help Article,Phone,5,Already has AI
21-01-2025,ADB-3372-9756,sarah537@outlook.com,tel10001,Update,Resolved,25,Remote Support,Chat,2,Not Interested
21-01-2025,ADB-1213-5841,jennifer671@gmail.com,tel10085,How To,Resolved,29,Remote Support,Chat,,Not Interested
21-01-2025,ADB-7007-4911,brian670@bellsouth.net,tel10090,Activation Issue,Resolved,20,Shared Self-Help Article,Chat,,Already has AI
21-01-2025,ADB-6346-7241,madeline360@outlook.com,tel10067,Update,Resolved,18,Shared Self-Help Article,Phone,4,Already has AI
21-01-2025,ADB-4174-9221,ellen326@aol.com,tel10089,Download/ Install,Callback Scheduled,16,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-7091-3540,tina56@sbcglobal.net,tel10066,Update,Resolved,25,Remote Support,Phone,4,Already has AI
21-01-2025,ADB-8353-7933,laura766@sbcglobal.net,tel10036,Activation Issue,Resolved,20,Shared Self-Help Article,Chat,4,Already has AI
21-01-2025,ADB-8696-6611,rachel902@outlook.com,tel10047,How To,Resolved,28,Remote Support,Chat,4,Already has AI
21-01-2025,ADB-1779-4974,andrea309@bellsouth.net,tel10068,Update,Resolved,29,Remote Support,Phone,4,AI Sold
21-01-2025,ADB-6330-6037,brandon29@yahoo.com,tel10021,Provisioning Issue,Resolved,30,Remote Support,Chat,5,Not Interested
21-01-2025,ADB-1314-5952,shawna842@bellsouth.net,tel10097,How To,Resolved,15,Shared Self-Help Article,Chat,3,Not Interested
21-01-2025,ADB-4570-8978,joshua973@yahoo.com,tel10085,Update,Resolved,29,Remote Support,Chat,,Already has AI
21-01-2025,ADB-3017-8906,christopher430@yahoo.com,tel10049,Download/ Install,Resolved,30,Remote Support,Phone,5,AI Sold
21-01-2025,ADB-4334-5572,michael448@yahoo.com,tel10007,Activation Issue,Pending Customer Action,20,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-2549-8526,kristen482@sbcglobal.net,tel10041,How To,Resolved,28,Remote Support,Phone,5,Already has AI
21-01-2025,ADB-9859-4325,kimberly24@aol.com,tel10098,Download/ Install,Resolved,25,Remote Support,Chat,2,Not Interested
21-01-2025,ADB-3591-8295,maria351@comcast.net,tel10041,How To,Resolved,18,Shared Self-Help Article,Chat,4,AI Sold
21-01-2025,ADB-1624-9430,jose105@gmail.com,tel10036,Activation Issue,Resolved,15,Shared Self-Help Article,Phone,1,Already has AI
21-01-2025,ADB-5112-3299,lucas819@yahoo.com,tel10024,Activation Issue,Pending Customer Action,19,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-9132-5627,brittany860@comcast.net,tel10099,How To,Resolved,20,Shared Self-Help Article,Phone,3,AI Sold
21-01-2025,ADB-5427-7660,cindy57@outlook.com,tel10003,Download/ Install,Resolved,19,Shared Self-Help Article,Phone,5,Already has AI
21-01-2025,ADB-3038-5182,brandon796@comcast.net,tel10012,Download/ Install,Resolved,20,Shared Self-Help Article,Phone,4,Already has AI
21-01-2025,ADB-2156-6575,rachel840@comcast.net,tel10049,How To,Resolved,29,Remote Support,Chat,4,AI Sold
21-01-2025,ADB-6686-2673,gary387@aol.com,tel10048,How To,Resolved,29,Remote Support,Chat,4,AI Sold
21-01-2025,ADB-2497-7961,daniel625@bellsouth.net,tel10047,Provisioning Issue,Resolved,29,Remote Support,Chat,,AI Sold
21-01-2025,ADB-9429-2456,christopher364@comcast.net,tel10060,Provisioning Issue,Pending Agent Action,19,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-9584-8486,sandy833@bellsouth.net,tel10000,Update,Pending Customer Action,18,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-7579-7481,alan326@gmail.com,tel10090,How To,Resolved,19,Shared Self-Help Article,Chat,3,Not Interested
21-01-2025,ADB-6118-6748,brian798@outlook.com,tel10069,Update,Resolved,28,Remote Support,Chat,4,Already has AI
21-01-2025,ADB-6205-8870,shannon768@yahoo.com,tel10076,Activation Issue,Resolved,27,Remote Support,Phone,5,AI Sold
21-01-2025,ADB-1084-7697,justin276@comcast.net,tel10082,Update,Resolved,18,Shared Self-Help Article,Phone,4,AI Sold
21-01-2025,ADB-4462-7047,maria279@gmail.com,tel10065,Activation Issue,Resolved,29,Remote Support,Chat,1,Not Interested
21-01-2025,ADB-4697-9321,andrea114@bellsouth.net,tel10076,Provisioning Issue,Resolved,17,Shared Self-Help Article,Chat,5,Not Interested
21-01-2025,ADB-3279-9037,calvin669@aol.com,tel10006,Activation Issue,Resolved,17,Shared Self-Help Article,Phone,2,AI Sold
21-01-2025,ADB-9437-5264,jeffrey564@yahoo.com,tel10067,Update,Resolved,17,Shared Self-Help Article,Chat,4,AI Sold
21-01-2025,ADB-9719-7707,tanner973@outlook.com,tel10074,How To,Resolved,17,Shared Self-Help Article,Chat,4,AI Sold
21-01-2025,ADB-7672-2218,charles231@outlook.com,tel10092,Download/ Install,Pending Customer Action,15,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-5073-1538,regina774@aol.com,tel10084,Activation Issue,Resolved,30,Remote Support,Chat,4,Already has AI
21-01-2025,ADB-2280-7922,kenneth755@yahoo.com,tel10075,How To,Resolved,27,Remote Support,Phone,1,AI Sold
21-01-2025,ADB-8913-9353,john718@bellsouth.net,tel10056,Provisioning Issue,Resolved,28,Remote Support,Chat,1,Not Interested
21-01-2025,ADB-6946-7542,justin283@outlook.com,tel10019,Activation Issue,Resolved,28,Remote Support,Chat,4,AI Sold
21-01-2025,ADB-5589-9770,david549@aol.com,tel10032,Download/ Install,Resolved,20,Shared Self-Help Article,Chat,,Not Interested
21-01-2025,ADB-9094-6314,jesse870@gmail.com,tel10076,How To,Resolved,28,Remote Support,Phone,5,Already has AI
21-01-2025,ADB-4552-4505,justin346@comcast.net,tel10069,Activation Issue,Resolved,25,Remote Support,Chat,4,Already has AI
21-01-2025,ADB-6313-1002,cory955@aol.com,tel10024,Update,Resolved,18,Shared Self-Help Article,Phone,1,Not Interested
21-01-2025,ADB-7646-6531,sarah104@sbcglobal.net,tel10020,How To,Resolved,29,Remote Support,Phone,1,Not Interested
21-01-2025,ADB-9360-8299,brittney147@aol.com,tel10027,Provisioning Issue,Resolved,26,Remote Support,Phone,5,Already has AI
21-01-2025,ADB-3379-3146,jared15@yahoo.com,tel10019,Provisioning Issue,Resolved,18,Shared Self-Help Article,Phone,5,Not Interested
21-01-2025,ADB-2444-7271,douglas974@sbcglobal.net,tel10057,Provisioning Issue,Callback Scheduled,17,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-6224-8172,jacob868@gmail.com,tel10088,Activation Issue,Resolved,17,Shared Self-Help Article,Chat,2,AI Sold
21-01-2025,ADB-2257-7404,nicholas780@aol.com,tel10077,Download/ Install,Resolved,17,Shared Self-Help Article,Chat,5,Already has AI
21-01-2025,ADB-7438-7286,cindy76@comcast.net,tel10033,Update,Resolved,16,Shared Self-Help Article,Phone,4,Already has AI
21-01-2025,ADB-9596-3286,melanie827@outlook.com,tel10049,Download/ Install,Resolved,15,Shared Self-Help Article,Phone,2,AI Sold
21-01-2025,ADB-3770-5595,stacey503@comcast.net,tel10038,How To,Resolved,15,Shared Self-Help Article,Phone,1,Already has AI
21-01-2025,ADB-6579-8200,andrea744@outlook.com,tel10052,Activation Issue,Resolved,15,Shared Self-Help Article,Phone,2,Not Interested
21-01-2025,ADB-6654-4541,dorothy201@gmail.com,tel10056,Update,Resolved,19,Shared Self-Help Article,Phone,,Not Interested
21-01-2025,ADB-2681-9084,jessica665@yahoo.com,tel10024,Activation Issue,Resolved,27,Remote Support,Chat,3,AI Sold
21-01-2025,ADB-9840-2259,angela364@aol.com,tel10061,Update,Resolved,18,Shared Self-Help Article,Phone,5,AI Sold
21-01-2025,ADB-2582-4970,andrew363@comcast.net,tel10068,Activation Issue,Resolved,30,Remote Support,Chat,4,AI Sold
21-01-2025,ADB-8949-7697,leah286@outlook.com,tel10031,Provisioning Issue,Resolved,27,Remote Support,Phone,4,Not Interested
21-01-2025,ADB-1102-5153,scott475@bellsouth.net,tel10095,Download/ Install,Resolved,27,Remote Support,Phone,1,Already has AI
21-01-2025,ADB-2610-3645,andrew864@bellsouth.net,tel10048,Download/ Install,Resolved,26,Remote Support,Chat,1,AI Sold
21-01-2025,ADB-8713-9252,lisa634@yahoo.com,tel10014,Update,Pending Agent Action,16,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-3761-5747,regina946@aol.com,tel10010,How To,Resolved,19,Shared Self-Help Article,Chat,5,AI Sold
21-01-2025,ADB-4109-6709,thomas614@bellsouth.net,tel10071,Download/ Install,Resolved,18,Shared Self-Help Article,Phone,,Not Interested
21-01-2025,ADB-2023-7930,karen488@sbcglobal.net,tel10014,Update,Resolved,25,Remote Support,Chat,,Already has AI
21-01-2025,ADB-2575-7489,joshua635@comcast.net,tel10022,Provisioning Issue,Resolved,17,Shared Self-Help Article,Chat,4,Already has AI
21-01-2025,ADB-2092-8382,sarah102@aol.com,tel10091,Update,Pending Agent Action,15,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-5605-1793,stephanie635@gmail.com,tel10072,Activation Issue,Resolved,15,Shared Self-Help Article,Phone,2,AI Sold
21-01-2025,ADB-4182-1651,caroline724@bellsouth.net,tel10081,Activation Issue,Pending Agent Action,15,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-2225-4077,jacob456@comcast.net,tel10076,Activation Issue,Resolved,16,Shared Self-Help Article,Phone,,Not Interested
21-01-2025,ADB-7218-7897,alexa760@aol.com,tel10075,How To,Pending Customer Action,18,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-2090-2178,kathleen498@gmail.com,tel10038,Provisioning Issue,Resolved,20,Shared Self-Help Article,Phone,5,Not Interested
21-01-2025,ADB-4440-9917,edward697@yahoo.com,tel10055,Update,Pending Agent Action,19,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-6155-5757,emily665@aol.com,tel10007,Update,Resolved,28,Remote Support,Phone,5,Not Interested
21-01-2025,ADB-2622-3878,wayne441@bellsouth.net,tel10028,Activation Issue,Resolved,26,Remote Support,Phone,,Not Interested
21-01-2025,ADB-4881-6198,mary538@yahoo.com,tel10027,Download/ Install,Resolved,28,Remote Support,Phone,4,Already has AI
21-01-2025,ADB-6233-5238,shirley496@gmail.com,tel10001,Provisioning Issue,Pending Customer Action,19,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-3388-5840,caitlin82@bellsouth.net,tel10033,Download/ Install,Resolved,29,Remote Support,Chat,2,Not Interested
21-01-2025,ADB-4168-9951,jennifer582@sbcglobal.net,tel10031,Provisioning Issue,Resolved,29,Remote Support,Chat,1,Already has AI
21-01-2025,ADB-2882-6456,karen910@gmail.com,tel10092,How To,Pending Agent Action,20,Issue not Resolved,Phone,,Issue not Resolved
21-01-2025,ADB-5900-9791,brittany324@comcast.net,tel10033,Activation Issue,Resolved,17,Shared Self-Help Article,Phone,3,Already has AI
21-01-2025,ADB-1328-9675,philip282@yahoo.com,tel10087,Provisioning Issue,Pending Customer Action,18,Issue not Resolved,Chat,,Issue not Resolved
21-01-2025,ADB-7855-3703,michele255@outlook.com,tel10011,Activation Issue,Resolved,18,Shared Self-Help Article,Chat,2,AI Sold
21-01-2025,ADB-4834-1088,alan24@outlook.com,tel10027,Activation Issue,Callback Scheduled,17,SME Callback Scheduled,Chat,,Issue not Resolved
21-01-2025,ADB-4193-1870,monica541@outlook.com,tel10055,How To,Resolved,18,Shared Self-Help Article,Phone,2,Already has AI
21-01-2025,ADB-4104-6035,roger146@gmail.com,tel10089,Activation Issue,Resolved,30,Remote Support,Chat,2,Already has AI
21-01-2025,ADB-3474-7790,amanda178@aol.com,tel10047,Update,Resolved,29,Remote Support,Chat,5,Not Interested
21-01-2025,ADB-2180-3639,alexander274@gmail.com,tel10057,Provisioning Issue,Resolved,30,Remote Support,Phone,,AI Sold
21-01-2025,ADB-9320-7113,tiffany962@gmail.com,tel10010,How To,Resolved,28,Remote Support,Chat,4,Not Interested
21-01-2025,ADB-8311-5299,krystal22@comcast.net,tel10065,How To,Resolved,20,Shared Self-Help Article,Chat,,Already has AI
