Date,Agent ID,Agent Name,Agent Attendance
13-01-2025,tel10008,Alexander Donovan,Present
13-01-2025,tel10009,Kathleen Estrada,Present
13-01-2025,tel10010,Derrick Anderson,Present
13-01-2025,tel10011,Candace Thomas,Present
13-01-2025,tel10012,Michael Dorsey,Present
13-01-2025,tel10013,Zachary Sweeney,Present
13-01-2025,tel10014,Robert Oconnor,Present
13-01-2025,tel10015,Kayla Reid,Present
13-01-2025,tel10016,Brian Henry,Present
13-01-2025,tel10017,Lee Vaughn,Present
13-01-2025,tel10018,James Clayton,Present
13-01-2025,tel10019,Amber Douglas,Present
13-01-2025,tel10020,Jessica Bennett,Present
13-01-2025,tel10021,Lisa Wood,Present
13-01-2025,tel10022,Jonathan Gregory,Present
13-01-2025,tel10023,Cory Roberts,Present
13-01-2025,tel10024,Donna Banks,Present
13-01-2025,tel10025,Ryan Kelly,Present
13-01-2025,tel10026,Sean Rios,Present
13-01-2025,tel10027,Jacob Davis,Present
13-01-2025,tel10028,Ashley Smith,Present
13-01-2025,tel10029,Daniel Frazier,Present
13-01-2025,tel10030,John Day,Present
13-01-2025,tel10031,Steven Long,Present
13-01-2025,tel10032,Anthony Bates,Present
13-01-2025,tel10033,Amy May,Present
13-01-2025,tel10034,Jasmine Peck,Present
13-01-2025,tel10035,Stacey Moore,Present
13-01-2025,tel10036,Steven Taylor,Present
13-01-2025,tel10037,James Mueller,Present
13-01-2025,tel10038,Peter Carter,Present
13-01-2025,tel10039,Crystal Davis,Present
13-01-2025,tel10040,Andrew Hayes,Present
13-01-2025,tel10041,Kenneth Goodwin,Present
13-01-2025,tel10042,Craig Ortega,Present
13-01-2025,tel10043,Christine Murphy,Present
13-01-2025,tel10044,Christopher Beard,Present
13-01-2025,tel10045,Richard Boyer,Present
13-01-2025,tel10046,Alex Henry,Present
13-01-2025,tel10047,Timothy Bishop,Present
13-01-2025,tel10048,Michael Baker,Present
13-01-2025,tel10049,Vanessa Hansen,Present
13-01-2025,tel10050,Jessica Armstrong,Present
13-01-2025,tel10051,Darrell Smith,Present
13-01-2025,tel10052,Julie Murray,Present
13-01-2025,tel10053,Alex Park,Present
13-01-2025,tel10054,Nathan Williams,Present
13-01-2025,tel10055,Joseph Brown,Present
13-01-2025,tel10056,Maxwell Munoz,Present
13-01-2025,tel10057,Joseph Washington,Present
13-01-2025,tel10058,Brian Johnson,Present
13-01-2025,tel10059,Louis Turner,Present
13-01-2025,tel10060,David Gray,Present
13-01-2025,tel10061,Gail Jackson,Present
13-01-2025,tel10062,Kim Shields,Present
13-01-2025,tel10063,Justin Durham,Present
13-01-2025,tel10064,Kenneth Miller,Present
13-01-2025,tel10065,Gabriel Allen,Present
13-01-2025,tel10066,Brian Burton,Present
13-01-2025,tel10067,Michael Hansen,Present
13-01-2025,tel10068,Madeline Hill,Present
13-01-2025,tel10069,Juan Matthews,Present
13-01-2025,tel10070,Jeanette Jackson,Present
13-01-2025,tel10071,Crystal Johnson,Present
13-01-2025,tel10072,Daniel Peters,Present
13-01-2025,tel10073,Benjamin Davis,Present
13-01-2025,tel10074,Jesse Jordan,Absent
13-01-2025,tel10075,Michael Rowland,Present
13-01-2025,tel10076,Juan Thompson,Present
13-01-2025,tel10077,Jeffrey Key,Present
13-01-2025,tel10078,Ryan Pineda,Present
13-01-2025,tel10079,Jessica Murphy,Present
13-01-2025,tel10080,Arthur Hall,Present
13-01-2025,tel10081,Justin Gonzalez,Present
13-01-2025,tel10082,Eric Rangel,Present
13-01-2025,tel10083,Kristin Gonzalez,Present
13-01-2025,tel10084,Joseph Williams,Present
13-01-2025,tel10085,Robert Cobb,Present
13-01-2025,tel10086,Amber Myers,Present
13-01-2025,tel10087,Brandon Olson,Present
13-01-2025,tel10088,Kathleen Thompson,Absent
13-01-2025,tel10089,Elijah Costa,Present
13-01-2025,tel10090,Jody Perez,Present
13-01-2025,tel10091,Timothy Burns,Present
13-01-2025,tel10092,Connie Cruz,Present
13-01-2025,tel10093,Joseph Stone,Present
13-01-2025,tel10094,Derek Nguyen,Present
13-01-2025,tel10095,Justin Jones,Present
13-01-2025,tel10096,Ethan Smith,Present
13-01-2025,tel10097,Brandi Smith,Present
13-01-2025,tel10098,Peter Freeman,Present
13-01-2025,tel10099,John Henry,Present
14-01-2025,tel10000,Lisa Adams,Present
14-01-2025,tel10001,Raven Ruiz,Present
14-01-2025,tel10002,Joshua Green,Present
14-01-2025,tel10003,Brandon Travis,Absent
14-01-2025,tel10004,Laurie Avila,Present
14-01-2025,tel10005,Michael Williams,Present
14-01-2025,tel10006,William Miller,Present
14-01-2025,tel10007,Jesse Diaz,Present
14-01-2025,tel10008,Alexander Donovan,Absent
14-01-2025,tel10009,Kathleen Estrada,Present
14-01-2025,tel10010,Derrick Anderson,Present
14-01-2025,tel10011,Candace Thomas,Present
14-01-2025,tel10012,Michael Dorsey,Present
14-01-2025,tel10013,Zachary Sweeney,Present
14-01-2025,tel10014,Robert Oconnor,Present
14-01-2025,tel10015,Kayla Reid,Present
14-01-2025,tel10016,Brian Henry,Present
14-01-2025,tel10017,Lee Vaughn,Present
14-01-2025,tel10018,James Clayton,Absent
14-01-2025,tel10019,Amber Douglas,Present
14-01-2025,tel10020,Jessica Bennett,Present
14-01-2025,tel10021,Lisa Wood,Present
14-01-2025,tel10022,Jonathan Gregory,Present
14-01-2025,tel10023,Cory Roberts,Present
14-01-2025,tel10024,Donna Banks,Present
14-01-2025,tel10025,Ryan Kelly,Present
14-01-2025,tel10026,Sean Rios,Present
14-01-2025,tel10027,Jacob Davis,Present
14-01-2025,tel10028,Ashley Smith,Present
14-01-2025,tel10029,Daniel Frazier,Present
14-01-2025,tel10030,John Day,Present
14-01-2025,tel10031,Steven Long,Present
14-01-2025,tel10032,Anthony Bates,Present
14-01-2025,tel10033,Amy May,Present
14-01-2025,tel10034,Jasmine Peck,Present
14-01-2025,tel10035,Stacey Moore,Present
14-01-2025,tel10036,Steven Taylor,Present
14-01-2025,tel10037,James Mueller,Present
14-01-2025,tel10038,Peter Carter,Present
14-01-2025,tel10039,Crystal Davis,Present
14-01-2025,tel10040,Andrew Hayes,Present
14-01-2025,tel10041,Kenneth Goodwin,Present
14-01-2025,tel10042,Craig Ortega,Present
14-01-2025,tel10043,Christine Murphy,Present
14-01-2025,tel10044,Christopher Beard,Present
14-01-2025,tel10045,Richard Boyer,Present
14-01-2025,tel10046,Alex Henry,Present
14-01-2025,tel10047,Timothy Bishop,Present
14-01-2025,tel10048,Michael Baker,Present
14-01-2025,tel10049,Vanessa Hansen,Present
14-01-2025,tel10050,Jessica Armstrong,Present
14-01-2025,tel10051,Darrell Smith,Present
14-01-2025,tel10052,Julie Murray,Present
14-01-2025,tel10053,Alex Park,Present
14-01-2025,tel10054,Nathan Williams,Present
14-01-2025,tel10055,Joseph Brown,Present
14-01-2025,tel10056,Maxwell Munoz,Present
14-01-2025,tel10057,Joseph Washington,Present
14-01-2025,tel10058,Brian Johnson,Present
14-01-2025,tel10059,Louis Turner,Present
14-01-2025,tel10060,David Gray,Present
14-01-2025,tel10061,Gail Jackson,Present
14-01-2025,tel10062,Kim Shields,Present
14-01-2025,tel10063,Justin Durham,Present
14-01-2025,tel10064,Kenneth Miller,Present
14-01-2025,tel10065,Gabriel Allen,Present
14-01-2025,tel10066,Brian Burton,Present
14-01-2025,tel10067,Michael Hansen,Present
14-01-2025,tel10068,Madeline Hill,Present
14-01-2025,tel10069,Juan Matthews,Present
14-01-2025,tel10070,Jeanette Jackson,Present
14-01-2025,tel10071,Crystal Johnson,Present
14-01-2025,tel10072,Daniel Peters,Present
14-01-2025,tel10073,Benjamin Davis,Present
14-01-2025,tel10074,Jesse Jordan,Present
14-01-2025,tel10075,Michael Rowland,Present
14-01-2025,tel10076,Juan Thompson,Present
14-01-2025,tel10077,Jeffrey Key,Present
14-01-2025,tel10078,Ryan Pineda,Present
14-01-2025,tel10079,Jessica Murphy,Present
14-01-2025,tel10080,Arthur Hall,Present
14-01-2025,tel10081,Justin Gonzalez,Present
14-01-2025,tel10082,Eric Rangel,Present
14-01-2025,tel10083,Kristin Gonzalez,Absent
14-01-2025,tel10084,Joseph Williams,Present
14-01-2025,tel10085,Robert Cobb,Present
14-01-2025,tel10086,Amber Myers,Present
14-01-2025,tel10087,Brandon Olson,Present
14-01-2025,tel10088,Kathleen Thompson,Present
14-01-2025,tel10089,Elijah Costa,Present
14-01-2025,tel10090,Jody Perez,Present
14-01-2025,tel10091,Timothy Burns,Present
14-01-2025,tel10092,Connie Cruz,Present
14-01-2025,tel10093,Joseph Stone,Present
14-01-2025,tel10094,Derek Nguyen,Present
14-01-2025,tel10095,Justin Jones,Present
14-01-2025,tel10096,Ethan Smith,Absent
14-01-2025,tel10097,Brandi Smith,Present
14-01-2025,tel10098,Peter Freeman,Present
14-01-2025,tel10099,John Henry,Present
15-01-2025,tel10000,Lisa Adams,Present
15-01-2025,tel10001,Raven Ruiz,Present
15-01-2025,tel10002,Joshua Green,Present
15-01-2025,tel10003,Brandon Travis,Present
15-01-2025,tel10004,Laurie Avila,Present
15-01-2025,tel10005,Michael Williams,Present
15-01-2025,tel10006,William Miller,Present
15-01-2025,tel10007,Jesse Diaz,Present
15-01-2025,tel10008,Alexander Donovan,Present
15-01-2025,tel10009,Kathleen Estrada,Present
15-01-2025,tel10010,Derrick Anderson,Present
15-01-2025,tel10011,Candace Thomas,Present
15-01-2025,tel10012,Michael Dorsey,Present
15-01-2025,tel10013,Zachary Sweeney,Present
15-01-2025,tel10014,Robert Oconnor,Present
15-01-2025,tel10015,Kayla Reid,Absent
15-01-2025,tel10016,Brian Henry,Present
15-01-2025,tel10017,Lee Vaughn,Present
15-01-2025,tel10018,James Clayton,Absent
15-01-2025,tel10019,Amber Douglas,Present
15-01-2025,tel10020,Jessica Bennett,Present
15-01-2025,tel10021,Lisa Wood,Present
15-01-2025,tel10022,Jonathan Gregory,Present
15-01-2025,tel10023,Cory Roberts,Present
15-01-2025,tel10024,Donna Banks,Present
15-01-2025,tel10025,Ryan Kelly,Present
15-01-2025,tel10026,Sean Rios,Present
15-01-2025,tel10027,Jacob Davis,Present
15-01-2025,tel10028,Ashley Smith,Present
15-01-2025,tel10029,Daniel Frazier,Absent
15-01-2025,tel10030,John Day,Absent
15-01-2025,tel10031,Steven Long,Present
15-01-2025,tel10032,Anthony Bates,Present
15-01-2025,tel10033,Amy May,Present
15-01-2025,tel10034,Jasmine Peck,Present
15-01-2025,tel10035,Stacey Moore,Present
15-01-2025,tel10036,Steven Taylor,Present
15-01-2025,tel10037,James Mueller,Present
15-01-2025,tel10038,Peter Carter,Present
15-01-2025,tel10039,Crystal Davis,Present
15-01-2025,tel10040,Andrew Hayes,Present
15-01-2025,tel10041,Kenneth Goodwin,Present
15-01-2025,tel10042,Craig Ortega,Present
15-01-2025,tel10043,Christine Murphy,Present
15-01-2025,tel10044,Christopher Beard,Present
15-01-2025,tel10045,Richard Boyer,Present
15-01-2025,tel10046,Alex Henry,Present
15-01-2025,tel10047,Timothy Bishop,Present
15-01-2025,tel10048,Michael Baker,Present
15-01-2025,tel10049,Vanessa Hansen,Present
15-01-2025,tel10050,Jessica Armstrong,Present
15-01-2025,tel10051,Darrell Smith,Present
15-01-2025,tel10052,Julie Murray,Absent
15-01-2025,tel10053,Alex Park,Present
15-01-2025,tel10054,Nathan Williams,Absent
15-01-2025,tel10055,Joseph Brown,Present
15-01-2025,tel10056,Maxwell Munoz,Present
15-01-2025,tel10057,Joseph Washington,Present
15-01-2025,tel10058,Brian Johnson,Present
15-01-2025,tel10059,Louis Turner,Absent
15-01-2025,tel10060,David Gray,Present
15-01-2025,tel10061,Gail Jackson,Present
15-01-2025,tel10062,Kim Shields,Present
15-01-2025,tel10063,Justin Durham,Present
15-01-2025,tel10064,Kenneth Miller,Present
15-01-2025,tel10065,Gabriel Allen,Present
15-01-2025,tel10066,Brian Burton,Present
15-01-2025,tel10067,Michael Hansen,Present
15-01-2025,tel10068,Madeline Hill,Present
15-01-2025,tel10069,Juan Matthews,Present
15-01-2025,tel10070,Jeanette Jackson,Absent
15-01-2025,tel10071,Crystal Johnson,Present
15-01-2025,tel10072,Daniel Peters,Absent
15-01-2025,tel10073,Benjamin Davis,Present
15-01-2025,tel10074,Jesse Jordan,Present
15-01-2025,tel10075,Michael Rowland,Present
15-01-2025,tel10076,Juan Thompson,Present
15-01-2025,tel10077,Jeffrey Key,Present
15-01-2025,tel10078,Ryan Pineda,Present
15-01-2025,tel10079,Jessica Murphy,Present
15-01-2025,tel10080,Arthur Hall,Present
15-01-2025,tel10081,Justin Gonzalez,Present
15-01-2025,tel10082,Eric Rangel,Present
15-01-2025,tel10083,Kristin Gonzalez,Present
15-01-2025,tel10084,Joseph Williams,Present
15-01-2025,tel10085,Robert Cobb,Present
15-01-2025,tel10086,Amber Myers,Present
15-01-2025,tel10087,Brandon Olson,Present
15-01-2025,tel10088,Kathleen Thompson,Present
15-01-2025,tel10089,Elijah Costa,Present
15-01-2025,tel10090,Jody Perez,Present
15-01-2025,tel10091,Timothy Burns,Present
15-01-2025,tel10092,Connie Cruz,Present
15-01-2025,tel10093,Joseph Stone,Present
15-01-2025,tel10094,Derek Nguyen,Present
15-01-2025,tel10095,Justin Jones,Present
15-01-2025,tel10096,Ethan Smith,Present
15-01-2025,tel10097,Brandi Smith,Present
15-01-2025,tel10098,Peter Freeman,Present
15-01-2025,tel10099,John Henry,Present
16-01-2025,tel10000,Lisa Adams,Present
16-01-2025,tel10001,Raven Ruiz,Present
16-01-2025,tel10002,Joshua Green,Present
16-01-2025,tel10003,Brandon Travis,Present
16-01-2025,tel10004,Laurie Avila,Present
16-01-2025,tel10005,Michael Williams,Present
16-01-2025,tel10006,William Miller,Present
16-01-2025,tel10007,Jesse Diaz,Present
16-01-2025,tel10008,Alexander Donovan,Present
16-01-2025,tel10009,Kathleen Estrada,Present
16-01-2025,tel10010,Derrick Anderson,Present
16-01-2025,tel10011,Candace Thomas,Present
16-01-2025,tel10012,Michael Dorsey,Present
16-01-2025,tel10013,Zachary Sweeney,Present
16-01-2025,tel10014,Robert Oconnor,Present
16-01-2025,tel10015,Kayla Reid,Present
16-01-2025,tel10016,Brian Henry,Present
16-01-2025,tel10017,Lee Vaughn,Present
16-01-2025,tel10018,James Clayton,Present
16-01-2025,tel10019,Amber Douglas,Present
16-01-2025,tel10020,Jessica Bennett,Present
16-01-2025,tel10021,Lisa Wood,Present
16-01-2025,tel10022,Jonathan Gregory,Present
16-01-2025,tel10023,Cory Roberts,Present
16-01-2025,tel10024,Donna Banks,Present
16-01-2025,tel10025,Ryan Kelly,Present
16-01-2025,tel10026,Sean Rios,Present
16-01-2025,tel10027,Jacob Davis,Present
16-01-2025,tel10028,Ashley Smith,Present
16-01-2025,tel10029,Daniel Frazier,Present
16-01-2025,tel10030,John Day,Present
16-01-2025,tel10031,Steven Long,Present
16-01-2025,tel10032,Anthony Bates,Present
16-01-2025,tel10033,Amy May,Present
16-01-2025,tel10034,Jasmine Peck,Present
16-01-2025,tel10035,Stacey Moore,Present
16-01-2025,tel10036,Steven Taylor,Present
16-01-2025,tel10037,James Mueller,Present
16-01-2025,tel10038,Peter Carter,Present
16-01-2025,tel10039,Crystal Davis,Present
16-01-2025,tel10040,Andrew Hayes,Present
16-01-2025,tel10041,Kenneth Goodwin,Present
16-01-2025,tel10042,Craig Ortega,Present
16-01-2025,tel10043,Christine Murphy,Present
16-01-2025,tel10044,Christopher Beard,Absent
16-01-2025,tel10045,Richard Boyer,Present
16-01-2025,tel10046,Alex Henry,Present
16-01-2025,tel10047,Timothy Bishop,Present
16-01-2025,tel10048,Michael Baker,Present
16-01-2025,tel10049,Vanessa Hansen,Present
16-01-2025,tel10050,Jessica Armstrong,Present
16-01-2025,tel10051,Darrell Smith,Present
16-01-2025,tel10052,Julie Murray,Present
16-01-2025,tel10053,Alex Park,Present
16-01-2025,tel10054,Nathan Williams,Present
16-01-2025,tel10055,Joseph Brown,Present
16-01-2025,tel10056,Maxwell Munoz,Present
16-01-2025,tel10057,Joseph Washington,Present
16-01-2025,tel10058,Brian Johnson,Present
16-01-2025,tel10059,Louis Turner,Present
16-01-2025,tel10060,David Gray,Present
16-01-2025,tel10061,Gail Jackson,Absent
16-01-2025,tel10062,Kim Shields,Present
16-01-2025,tel10063,Justin Durham,Present
16-01-2025,tel10064,Kenneth Miller,Present
16-01-2025,tel10065,Gabriel Allen,Present
16-01-2025,tel10066,Brian Burton,Present
16-01-2025,tel10067,Michael Hansen,Present
16-01-2025,tel10068,Madeline Hill,Absent
16-01-2025,tel10069,Juan Matthews,Present
16-01-2025,tel10070,Jeanette Jackson,Present
16-01-2025,tel10071,Crystal Johnson,Present
16-01-2025,tel10072,Daniel Peters,Present
16-01-2025,tel10073,Benjamin Davis,Present
16-01-2025,tel10074,Jesse Jordan,Present
16-01-2025,tel10075,Michael Rowland,Present
16-01-2025,tel10076,Juan Thompson,Present
16-01-2025,tel10077,Jeffrey Key,Present
16-01-2025,tel10078,Ryan Pineda,Present
16-01-2025,tel10079,Jessica Murphy,Present
16-01-2025,tel10080,Arthur Hall,Present
16-01-2025,tel10081,Justin Gonzalez,Present
16-01-2025,tel10082,Eric Rangel,Present
16-01-2025,tel10083,Kristin Gonzalez,Present
16-01-2025,tel10084,Joseph Williams,Present
16-01-2025,tel10085,Robert Cobb,Present
16-01-2025,tel10086,Amber Myers,Present
16-01-2025,tel10087,Brandon Olson,Present
16-01-2025,tel10088,Kathleen Thompson,Present
16-01-2025,tel10089,Elijah Costa,Present
16-01-2025,tel10090,Jody Perez,Present
16-01-2025,tel10091,Timothy Burns,Present
16-01-2025,tel10092,Connie Cruz,Present
16-01-2025,tel10093,Joseph Stone,Present
16-01-2025,tel10094,Derek Nguyen,Present
16-01-2025,tel10095,Justin Jones,Present
16-01-2025,tel10096,Ethan Smith,Absent
16-01-2025,tel10097,Brandi Smith,Present
16-01-2025,tel10098,Peter Freeman,Present
16-01-2025,tel10099,John Henry,Present
17-01-2025,tel10000,Lisa Adams,Present
17-01-2025,tel10001,Raven Ruiz,Present
17-01-2025,tel10002,Joshua Green,Present
17-01-2025,tel10003,Brandon Travis,Present
17-01-2025,tel10004,Laurie Avila,Present
17-01-2025,tel10005,Michael Williams,Present
17-01-2025,tel10006,William Miller,Present
17-01-2025,tel10007,Jesse Diaz,Present
17-01-2025,tel10008,Alexander Donovan,Present
17-01-2025,tel10009,Kathleen Estrada,Present
17-01-2025,tel10010,Derrick Anderson,Present
17-01-2025,tel10011,Candace Thomas,Present
17-01-2025,tel10012,Michael Dorsey,Present
17-01-2025,tel10013,Zachary Sweeney,Present
17-01-2025,tel10014,Robert Oconnor,Present
17-01-2025,tel10015,Kayla Reid,Present
17-01-2025,tel10016,Brian Henry,Present
17-01-2025,tel10017,Lee Vaughn,Present
17-01-2025,tel10018,James Clayton,Present
17-01-2025,tel10019,Amber Douglas,Absent
17-01-2025,tel10020,Jessica Bennett,Present
17-01-2025,tel10021,Lisa Wood,Present
17-01-2025,tel10022,Jonathan Gregory,Present
17-01-2025,tel10023,Cory Roberts,Present
17-01-2025,tel10024,Donna Banks,Present
17-01-2025,tel10025,Ryan Kelly,Present
17-01-2025,tel10026,Sean Rios,Present
17-01-2025,tel10027,Jacob Davis,Present
17-01-2025,tel10028,Ashley Smith,Present
17-01-2025,tel10029,Daniel Frazier,Present
17-01-2025,tel10030,John Day,Present
17-01-2025,tel10031,Steven Long,Present
17-01-2025,tel10032,Anthony Bates,Present
17-01-2025,tel10033,Amy May,Present
17-01-2025,tel10034,Jasmine Peck,Present
17-01-2025,tel10035,Stacey Moore,Present
17-01-2025,tel10036,Steven Taylor,Present
17-01-2025,tel10037,James Mueller,Present
17-01-2025,tel10038,Peter Carter,Present
17-01-2025,tel10039,Crystal Davis,Present
17-01-2025,tel10040,Andrew Hayes,Present
17-01-2025,tel10041,Kenneth Goodwin,Present
17-01-2025,tel10042,Craig Ortega,Present
17-01-2025,tel10043,Christine Murphy,Present
17-01-2025,tel10044,Christopher Beard,Present
17-01-2025,tel10045,Richard Boyer,Present
17-01-2025,tel10046,Alex Henry,Present
17-01-2025,tel10047,Timothy Bishop,Present
17-01-2025,tel10048,Michael Baker,Present
17-01-2025,tel10049,Vanessa Hansen,Present
17-01-2025,tel10050,Jessica Armstrong,Present
17-01-2025,tel10051,Darrell Smith,Present
17-01-2025,tel10052,Julie Murray,Present
17-01-2025,tel10053,Alex Park,Present
17-01-2025,tel10054,Nathan Williams,Present
17-01-2025,tel10055,Joseph Brown,Present
17-01-2025,tel10056,Maxwell Munoz,Present
17-01-2025,tel10057,Joseph Washington,Present
17-01-2025,tel10058,Brian Johnson,Absent
17-01-2025,tel10059,Louis Turner,Present
17-01-2025,tel10060,David Gray,Present
17-01-2025,tel10061,Gail Jackson,Absent
17-01-2025,tel10062,Kim Shields,Absent
17-01-2025,tel10063,Justin Durham,Present
17-01-2025,tel10064,Kenneth Miller,Present
17-01-2025,tel10065,Gabriel Allen,Present
17-01-2025,tel10066,Brian Burton,Present
17-01-2025,tel10067,Michael Hansen,Present
17-01-2025,tel10068,Madeline Hill,Present
17-01-2025,tel10069,Juan Matthews,Present
17-01-2025,tel10070,Jeanette Jackson,Present
17-01-2025,tel10071,Crystal Johnson,Present
17-01-2025,tel10072,Daniel Peters,Present
17-01-2025,tel10073,Benjamin Davis,Present
17-01-2025,tel10074,Jesse Jordan,Present
17-01-2025,tel10075,Michael Rowland,Present
17-01-2025,tel10076,Juan Thompson,Present
17-01-2025,tel10077,Jeffrey Key,Present
17-01-2025,tel10078,Ryan Pineda,Absent
17-01-2025,tel10079,Jessica Murphy,Present
17-01-2025,tel10080,Arthur Hall,Present
17-01-2025,tel10081,Justin Gonzalez,Present
17-01-2025,tel10082,Eric Rangel,Present
17-01-2025,tel10083,Kristin Gonzalez,Present
17-01-2025,tel10084,Joseph Williams,Absent
17-01-2025,tel10085,Robert Cobb,Present
17-01-2025,tel10086,Amber Myers,Present
17-01-2025,tel10087,Brandon Olson,Present
17-01-2025,tel10088,Kathleen Thompson,Present
17-01-2025,tel10089,Elijah Costa,Present
17-01-2025,tel10090,Jody Perez,Present
17-01-2025,tel10091,Timothy Burns,Present
17-01-2025,tel10092,Connie Cruz,Present
17-01-2025,tel10093,Joseph Stone,Present
17-01-2025,tel10094,Derek Nguyen,Present
17-01-2025,tel10095,Justin Jones,Present
17-01-2025,tel10096,Ethan Smith,Present
17-01-2025,tel10097,Brandi Smith,Present
17-01-2025,tel10098,Peter Freeman,Present
17-01-2025,tel10099,John Henry,Present
18-01-2025,tel10000,Lisa Adams,Present
18-01-2025,tel10001,Raven Ruiz,Present
18-01-2025,tel10002,Joshua Green,Present
18-01-2025,tel10003,Brandon Travis,Present
18-01-2025,tel10004,Laurie Avila,Present
18-01-2025,tel10005,Michael Williams,Present
18-01-2025,tel10006,William Miller,Present
18-01-2025,tel10007,Jesse Diaz,Present
18-01-2025,tel10008,Alexander Donovan,Present
18-01-2025,tel10009,Kathleen Estrada,Present
18-01-2025,tel10010,Derrick Anderson,Present
18-01-2025,tel10011,Candace Thomas,Present
18-01-2025,tel10012,Michael Dorsey,Present
18-01-2025,tel10013,Zachary Sweeney,Present
18-01-2025,tel10014,Robert Oconnor,Present
18-01-2025,tel10015,Kayla Reid,Present
18-01-2025,tel10016,Brian Henry,Present
18-01-2025,tel10017,Lee Vaughn,Present
18-01-2025,tel10018,James Clayton,Present
18-01-2025,tel10019,Amber Douglas,Present
18-01-2025,tel10020,Jessica Bennett,Present
18-01-2025,tel10021,Lisa Wood,Present
18-01-2025,tel10022,Jonathan Gregory,Present
18-01-2025,tel10023,Cory Roberts,Present
18-01-2025,tel10024,Donna Banks,Absent
18-01-2025,tel10025,Ryan Kelly,Present
18-01-2025,tel10026,Sean Rios,Present
18-01-2025,tel10027,Jacob Davis,Present
18-01-2025,tel10028,Ashley Smith,Present
18-01-2025,tel10029,Daniel Frazier,Present
18-01-2025,tel10030,John Day,Present
18-01-2025,tel10031,Steven Long,Present
18-01-2025,tel10032,Anthony Bates,Present
18-01-2025,tel10033,Amy May,Present
18-01-2025,tel10034,Jasmine Peck,Present
18-01-2025,tel10035,Stacey Moore,Present
18-01-2025,tel10036,Steven Taylor,Present
18-01-2025,tel10037,James Mueller,Present
18-01-2025,tel10038,Peter Carter,Present
18-01-2025,tel10039,Crystal Davis,Present
18-01-2025,tel10040,Andrew Hayes,Present
18-01-2025,tel10041,Kenneth Goodwin,Present
18-01-2025,tel10042,Craig Ortega,Present
18-01-2025,tel10043,Christine Murphy,Present
18-01-2025,tel10044,Christopher Beard,Present
18-01-2025,tel10045,Richard Boyer,Present
18-01-2025,tel10046,Alex Henry,Present
18-01-2025,tel10047,Timothy Bishop,Present
18-01-2025,tel10048,Michael Baker,Present
18-01-2025,tel10049,Vanessa Hansen,Present
18-01-2025,tel10050,Jessica Armstrong,Present
18-01-2025,tel10051,Darrell Smith,Absent
18-01-2025,tel10052,Julie Murray,Present
18-01-2025,tel10053,Alex Park,Present
18-01-2025,tel10054,Nathan Williams,Present
18-01-2025,tel10055,Joseph Brown,Present
18-01-2025,tel10056,Maxwell Munoz,Present
18-01-2025,tel10057,Joseph Washington,Present
18-01-2025,tel10058,Brian Johnson,Present
18-01-2025,tel10059,Louis Turner,Present
18-01-2025,tel10060,David Gray,Present
18-01-2025,tel10061,Gail Jackson,Present
18-01-2025,tel10062,Kim Shields,Present
18-01-2025,tel10063,Justin Durham,Present
18-01-2025,tel10064,Kenneth Miller,Present
18-01-2025,tel10065,Gabriel Allen,Present
18-01-2025,tel10066,Brian Burton,Present
18-01-2025,tel10067,Michael Hansen,Present
18-01-2025,tel10068,Madeline Hill,Absent
18-01-2025,tel10069,Juan Matthews,Present
18-01-2025,tel10070,Jeanette Jackson,Absent
18-01-2025,tel10071,Crystal Johnson,Present
18-01-2025,tel10072,Daniel Peters,Present
18-01-2025,tel10073,Benjamin Davis,Present
18-01-2025,tel10074,Jesse Jordan,Present
18-01-2025,tel10075,Michael Rowland,Present
18-01-2025,tel10076,Juan Thompson,Present
18-01-2025,tel10077,Jeffrey Key,Present
18-01-2025,tel10078,Ryan Pineda,Present
18-01-2025,tel10079,Jessica Murphy,Present
18-01-2025,tel10080,Arthur Hall,Present
18-01-2025,tel10081,Justin Gonzalez,Present
18-01-2025,tel10082,Eric Rangel,Present
18-01-2025,tel10083,Kristin Gonzalez,Present
18-01-2025,tel10084,Joseph Williams,Present
18-01-2025,tel10085,Robert Cobb,Present
18-01-2025,tel10086,Amber Myers,Present
18-01-2025,tel10087,Brandon Olson,Present
18-01-2025,tel10088,Kathleen Thompson,Present
18-01-2025,tel10089,Elijah Costa,Present
18-01-2025,tel10090,Jody Perez,Present
18-01-2025,tel10091,Timothy Burns,Present
18-01-2025,tel10092,Connie Cruz,Absent
18-01-2025,tel10093,Joseph Stone,Present
18-01-2025,tel10094,Derek Nguyen,Present
18-01-2025,tel10095,Justin Jones,Present
18-01-2025,tel10096,Ethan Smith,Present
18-01-2025,tel10097,Brandi Smith,Present
18-01-2025,tel10098,Peter Freeman,Present
18-01-2025,tel10099,John Henry,Present
19-01-2025,tel10000,Lisa Adams,Present
19-01-2025,tel10001,Raven Ruiz,Present
19-01-2025,tel10002,Joshua Green,Present
19-01-2025,tel10003,Brandon Travis,Present
19-01-2025,tel10004,Laurie Avila,Present
19-01-2025,tel10005,Michael Williams,Present
19-01-2025,tel10006,William Miller,Present
19-01-2025,tel10007,Jesse Diaz,Present
19-01-2025,tel10008,Alexander Donovan,Present
19-01-2025,tel10009,Kathleen Estrada,Present
19-01-2025,tel10010,Derrick Anderson,Present
19-01-2025,tel10011,Candace Thomas,Present
